read,cycle,channel,intensity,cell,i,j,tile,well
851,2,Cy3,15510,27,23,124,0,Well6
851,2,Far-red,1951,27,23,124,0,Well6
851,3,GFP,0,27,23,124,0,Well6
851,3,Cy3,6,27,23,124,0,Well6
851,3,Far-red,28,27,23,124,0,Well6
851,4,GFP,88,27,23,124,0,Well6
851,4,Cy3,51,27,23,124,0,Well6
851,4,Far-red,80,27,23,124,0,Well6
982,1,GFP,0,27,26,125,0,Well6
982,1,Cy3,62,27,26,125,0,Well6
982,1,Far-red,82,27,26,125,0,Well6
982,2,GFP,12828,27,26,125,0,Well6
982,2,Cy3,14901,27,26,125,0,Well6
982,2,Far-red,1029,27,26,125,0,Well6
982,3,GFP,33,27,26,125,0,Well6
982,3,Cy3,31,27,26,125,0,Well6
982,3,Far-red,3,27,26,125,0,Well6
982,4,GFP,14,27,26,125,0,Well6
982,4,Cy3,16,27,26,125,0,Well6
982,4,Far-red,30,27,26,125,0,Well6
1032,1,GFP,77,28,27,872,0,Well6
1032,1,Cy3,144,28,27,872,0,Well6
1032,1,Far-red,306,28,27,872,0,Well6
1032,2,GFP,15359,28,27,872,0,Well6
1032,2,Cy3,19653,28,27,872,0,Well6
1032,2,Far-red,701,28,27,872,0,Well6
1032,3,GFP,45,28,27,872,0,Well6
1032,3,Cy3,42,28,27,872,0,Well6
1032,3,Far-red,12,28,27,872,0,Well6
1032,4,GFP,32,28,27,872,0,Well6
1032,4,Cy3,28,28,27,872,0,Well6
1032,4,Far-red,19,28,27,872,0,Well6
941,1,GFP,16,29,25,103,0,Well6
941,1,Cy3,81,29,25,103,0,Well6
941,1,Far-red,255,29,25,103,0,Well6
941,2,GFP,16566,29,25,103,0,Well6
941,2,Cy3,19159,29,25,103,0,Well6
941,2,Far-red,279,29,25,103,0,Well6
941,3,GFP,79,29,25,103,0,Well6
941,3,Cy3,16,29,25,103,0,Well6
941,3,Far-red,23,29,25,103,0,Well6
941,4,GFP,67,29,25,103,0,Well6
941,4,Cy3,51,29,25,103,0,Well6
941,4,Far-red,39,29,25,103,0,Well6
1065,1,GFP,61,29,28,91,0,Well6
1065,1,Cy3,70,29,28,91,0,Well6
1065,1,Far-red,115,29,28,91,0,Well6
1065,2,GFP,183,29,28,91,0,Well6
1065,2,Cy3,112,29,28,91,0,Well6
1065,2,Far-red,187,29,28,91,0,Well6
1065,3,GFP,106,29,28,91,0,Well6
1065,3,Cy3,15,29,28,91,0,Well6
1065,3,Far-red,21,29,28,91,0,Well6
1065,4,GFP,21,29,28,91,0,Well6
1065,4,Cy3,19,29,28,91,0,Well6
1065,4,Far-red,27,29,28,91,0,Well6
1258,1,GFP,7,29,32,104,0,Well6
1258,1,Cy3,78,29,32,104,0,Well6
1258,1,Far-red,0,29,32,104,0,Well6
1258,2,GFP,15555,29,32,104,0,Well6
1258,2,Cy3,17446,29,32,104,0,Well6
1258,2,Far-red,188,29,32,104,0,Well6
1258,3,GFP,61,29,32,104,0,Well6
1258,3,Cy3,38,29,32,104,0,Well6
1258,3,Far-red,25,29,32,104,0,Well6
1258,4,GFP,74,29,32,104,0,Well6
1258,4,Cy3,56,29,32,104,0,Well6
1258,4,Far-red,12,29,32,104,0,Well6
1291,1,GFP,13,29,33,101,0,Well6
1291,1,Cy3,0,29,33,101,0,Well6
1291,1,Far-red,0,29,33,101,0,Well6
1291,2,GFP,15675,29,33,101,0,Well6
1291,2,Cy3,17818,29,33,101,0,Well6
1291,2,Far-red,93,29,33,101,0,Well6
1291,3,GFP,0,29,33,101,0,Well6
1291,3,Cy3,26,29,33,101,0,Well6
1291,3,Far-red,19,29,33,101,0,Well6
1291,4,GFP,58,29,33,101,0,Well6
1291,4,Cy3,54,29,33,101,0,Well6
1291,4,Far-red,61,29,33,101,0,Well6
1335,1,GFP,58,29,34,93,0,Well6
1335,1,Cy3,36,29,34,93,0,Well6
1335,1,Far-red,0,29,34,93,0,Well6
1335,2,GFP,75,29,34,93,0,Well6
1335,2,Cy3,0,29,34,93,0,Well6
1335,2,Far-red,243,29,34,93,0,Well6
1335,3,GFP,59,29,34,93,0,Well6
1335,3,Cy3,35,29,34,93,0,Well6
1335,3,Far-red,5,29,34,93,0,Well6
1335,4,GFP,146,29,34,93,0,Well6
1335,4,Cy3,58,29,34,93,0,Well6
1335,4,Far-red,111,29,34,93,0,Well6
1336,1,GFP,98,29,34,96,0,Well6
1336,1,Cy3,98,29,34,96,0,Well6
1336,1,Far-red,108,29,34,96,0,Well6
1336,2,GFP,0,29,34,96,0,Well6
1336,2,Cy3,0,29,34,96,0,Well6
1336,2,Far-red,252,29,34,96,0,Well6
1336,3,GFP,95,29,34,96,0,Well6
1336,3,Cy3,19,29,34,96,0,Well6
1336,3,Far-red,22,29,34,96,0,Well6
1336,4,GFP,90,29,34,96,0,Well6
1336,4,Cy3,20,29,34,96,0,Well6
1336,4,Far-red,30,29,34,96,0,Well6
821,1,GFP,83,30,22,991,0,Well6
821,1,Cy3,64,30,22,991,0,Well6
821,1,Far-red,98,30,22,991,0,Well6
821,2,GFP,1339,30,22,991,0,Well6
821,2,Cy3,950,30,22,991,0,Well6
821,2,Far-red,1122,30,22,991,0,Well6
821,3,GFP,17,30,22,991,0,Well6
821,3,Cy3,16,30,22,991,0,Well6
821,3,Far-red,8,30,22,991,0,Well6
821,4,GFP,40,30,22,991,0,Well6
821,4,Cy3,24,30,22,991,0,Well6
821,4,Far-red,27,30,22,991,0,Well6
822,1,GFP,113,30,22,998,0,Well6
822,1,Cy3,28,30,22,998,0,Well6
822,1,Far-red,83,30,22,998,0,Well6
822,2,GFP,1971,30,22,998,0,Well6
822,2,Cy3,1336,30,22,998,0,Well6
822,2,Far-red,815,30,22,998,0,Well6
822,3,GFP,60,30,22,998,0,Well6
822,3,Cy3,68,30,22,998,0,Well6
822,3,Far-red,21,30,22,998,0,Well6
822,4,GFP,48,30,22,998,0,Well6
822,4,Cy3,31,30,22,998,0,Well6
822,4,Far-red,17,30,22,998,0,Well6
937,1,GFP,127,31,24,1996,0,Well6
937,1,Cy3,292,31,24,1996,0,Well6
937,1,Far-red,778,31,24,1996,0,Well6
937,2,GFP,0,31,24,1996,0,Well6
937,2,Cy3,0,31,24,1996,0,Well6
937,2,Far-red,74,31,24,1996,0,Well6
937,3,GFP,64,31,24,1996,0,Well6
937,3,Cy3,16,31,24,1996,0,Well6
937,3,Far-red,9,31,24,1996,0,Well6
937,4,GFP,111,31,24,1996,0,Well6
937,4,Cy3,52,31,24,1996,0,Well6
937,4,Far-red,53,31,24,1996,0,Well6
1210,1,GFP,865,31,30,1993,0,Well6
1210,1,Cy3,272,31,30,1993,0,Well6
1210,1,Far-red,750,31,30,1993,0,Well6
1210,2,GFP,141,31,30,1993,0,Well6
1210,2,Cy3,435,31,30,1993,0,Well6
1210,2,Far-red,32,31,30,1993,0,Well6
1210,3,GFP,73,31,30,1993,0,Well6
1210,3,Cy3,31,31,30,1993,0,Well6
1210,3,Far-red,21,31,30,1993,0,Well6
1210,4,GFP,108,31,30,1993,0,Well6
1210,4,Cy3,33,31,30,1993,0,Well6
1210,4,Far-red,46,31,30,1993,0,Well6
1211,1,GFP,1103,31,30,2003,0,Well6
1211,1,Cy3,683,31,30,2003,0,Well6
1211,1,Far-red,2035,31,30,2003,0,Well6
1211,2,GFP,1272,31,30,2003,0,Well6
1211,2,Cy3,948,31,30,2003,0,Well6
1211,2,Far-red,71,31,30,2003,0,Well6
1211,3,GFP,120,31,30,2003,0,Well6
1211,3,Cy3,30,31,30,2003,0,Well6
1211,3,Far-red,16,31,30,2003,0,Well6
1211,4,GFP,82,31,30,2003,0,Well6
1211,4,Cy3,48,31,30,2003,0,Well6
1211,4,Far-red,24,31,30,2003,0,Well6
874,1,GFP,24,32,23,1067,0,Well6
874,1,Cy3,21,32,23,1067,0,Well6
874,1,Far-red,253,32,23,1067,0,Well6
874,2,GFP,6502,32,23,1067,0,Well6
874,2,Cy3,4628,32,23,1067,0,Well6
874,2,Far-red,2890,32,23,1067,0,Well6
874,3,GFP,14,32,23,1067,0,Well6
874,3,Cy3,46,32,23,1067,0,Well6
874,3,Far-red,8,32,23,1067,0,Well6
874,4,GFP,19,32,23,1067,0,Well6
874,4,Cy3,46,32,23,1067,0,Well6
874,4,Far-red,33,32,23,1067,0,Well6
919,1,GFP,68,33,24,1276,0,Well6
919,1,Cy3,90,33,24,1276,0,Well6
919,1,Far-red,40,33,24,1276,0,Well6
919,2,GFP,12563,33,24,1276,0,Well6
919,2,Cy3,13062,33,24,1276,0,Well6
919,2,Far-red,219,33,24,1276,0,Well6
919,3,GFP,69,33,24,1276,0,Well6
919,3,Cy3,10,33,24,1276,0,Well6
919,3,Far-red,20,33,24,1276,0,Well6
919,4,GFP,1065,33,24,1276,0,Well6
919,4,Cy3,359,33,24,1276,0,Well6
919,4,Far-red,14,33,24,1276,0,Well6
1040,1,GFP,75,33,27,1277,0,Well6
1040,1,Cy3,113,33,27,1277,0,Well6
1040,1,Far-red,165,33,27,1277,0,Well6
1040,2,GFP,9465,33,27,1277,0,Well6
1040,2,Cy3,11640,33,27,1277,0,Well6
1040,2,Far-red,337,33,27,1277,0,Well6
1040,3,GFP,140,33,27,1277,0,Well6
1040,3,Cy3,85,33,27,1277,0,Well6
1040,3,Far-red,9,33,27,1277,0,Well6
1040,4,GFP,547,33,27,1277,0,Well6
1040,4,Cy3,165,33,27,1277,0,Well6
1040,4,Far-red,406,33,27,1277,0,Well6
1195,1,GFP,90,33,30,1271,0,Well6
1195,1,Cy3,95,33,30,1271,0,Well6
1195,1,Far-red,29,33,30,1271,0,Well6
1195,2,GFP,7146,33,30,1271,0,Well6
1195,2,Cy3,5129,33,30,1271,0,Well6
1195,2,Far-red,481,33,30,1271,0,Well6
1195,3,GFP,249,33,30,1271,0,Well6
1195,3,Cy3,256,33,30,1271,0,Well6
1195,3,Far-red,32,33,30,1271,0,Well6
1195,4,GFP,62,33,30,1271,0,Well6
1195,4,Cy3,143,33,30,1271,0,Well6
1195,4,Far-red,47,33,30,1271,0,Well6
1240,1,GFP,0,33,31,1283,0,Well6
1240,1,Cy3,124,33,31,1283,0,Well6
1240,1,Far-red,171,33,31,1283,0,Well6
1240,2,GFP,20787,33,31,1283,0,Well6
1240,2,Cy3,15387,33,31,1283,0,Well6
1240,2,Far-red,259,33,31,1283,0,Well6
1240,3,GFP,53,33,31,1283,0,Well6
1240,3,Cy3,21,33,31,1283,0,Well6
1240,3,Far-red,23,33,31,1283,0,Well6
1240,4,GFP,19,33,31,1283,0,Well6
1240,4,Cy3,45,33,31,1283,0,Well6
1240,4,Far-red,38,33,31,1283,0,Well6
1037,1,GFP,116,34,27,1015,0,Well6
1037,1,Cy3,59,34,27,1015,0,Well6
1037,1,Far-red,33,34,27,1015,0,Well6
1037,2,GFP,2273,34,27,1015,0,Well6
1037,2,Cy3,1455,34,27,1015,0,Well6
1037,2,Far-red,95,34,27,1015,0,Well6
1037,3,GFP,107,34,27,1015,0,Well6
1037,3,Cy3,92,34,27,1015,0,Well6
1037,3,Far-red,9,34,27,1015,0,Well6
1037,4,GFP,30,34,27,1015,0,Well6
1037,4,Cy3,45,34,27,1015,0,Well6
1037,4,Far-red,30,34,27,1015,0,Well6
1138,1,GFP,87,34,29,1022,0,Well6
1138,1,Cy3,107,34,29,1022,0,Well6
1138,1,Far-red,111,34,29,1022,0,Well6
1138,2,GFP,15886,34,29,1022,0,Well6
1138,2,Cy3,20089,34,29,1022,0,Well6
1138,2,Far-red,232,34,29,1022,0,Well6
1138,3,GFP,105,34,29,1022,0,Well6
1138,3,Cy3,100,34,29,1022,0,Well6
1138,3,Far-red,16,34,29,1022,0,Well6
1138,4,GFP,96,34,29,1022,0,Well6
1138,4,Cy3,45,34,29,1022,0,Well6
1138,4,Far-red,23,34,29,1022,0,Well6
1404,1,GFP,31,34,35,1017,0,Well6
1404,1,Cy3,29,34,35,1017,0,Well6
1404,1,Far-red,91,34,35,1017,0,Well6
1404,2,GFP,0,34,35,1017,0,Well6
1404,2,Cy3,0,34,35,1017,0,Well6
1404,2,Far-red,450,34,35,1017,0,Well6
1404,3,GFP,108,34,35,1017,0,Well6
1404,3,Cy3,17,34,35,1017,0,Well6
1404,3,Far-red,11,34,35,1017,0,Well6
1404,4,GFP,52,34,35,1017,0,Well6
1404,4,Cy3,28,34,35,1017,0,Well6
1404,4,Far-red,32,34,35,1017,0,Well6
1079,1,GFP,76,35,28,698,0,Well6
1079,1,Cy3,0,35,28,698,0,Well6
1079,1,Far-red,0,35,28,698,0,Well6
1079,2,GFP,13016,35,28,698,0,Well6
1079,2,Cy3,14873,35,28,698,0,Well6
1079,2,Far-red,829,35,28,698,0,Well6
1079,3,GFP,0,35,28,698,0,Well6
1079,3,Cy3,7,35,28,698,0,Well6
1079,3,Far-red,4,35,28,698,0,Well6
1079,4,GFP,24,35,28,698,0,Well6
1079,4,Cy3,24,35,28,698,0,Well6
1079,4,Far-red,20,35,28,698,0,Well6
1188,1,GFP,52,36,30,832,0,Well6
1188,1,Cy3,69,36,30,832,0,Well6
1188,1,Far-red,130,36,30,832,0,Well6
1188,2,GFP,13853,36,30,832,0,Well6
1188,2,Cy3,15347,36,30,832,0,Well6
1188,2,Far-red,251,36,30,832,0,Well6
1188,3,GFP,104,36,30,832,0,Well6
1188,3,Cy3,65,36,30,832,0,Well6
1188,3,Far-red,12,36,30,832,0,Well6
1188,4,GFP,20,36,30,832,0,Well6
1188,4,Cy3,27,36,30,832,0,Well6
1188,4,Far-red,25,36,30,832,0,Well6
1189,1,GFP,117,36,30,836,0,Well6
1189,1,Cy3,214,36,30,836,0,Well6
1189,1,Far-red,349,36,30,836,0,Well6
1189,2,GFP,12567,36,30,836,0,Well6
1189,2,Cy3,14347,36,30,836,0,Well6
1189,2,Far-red,142,36,30,836,0,Well6
1189,3,GFP,45,36,30,836,0,Well6
1189,3,Cy3,35,36,30,836,0,Well6
1189,3,Far-red,21,36,30,836,0,Well6
1189,4,GFP,67,36,30,836,0,Well6
1189,4,Cy3,32,36,30,836,0,Well6
1189,4,Far-red,77,36,30,836,0,Well6
1588,1,GFP,102,36,39,829,0,Well6
1588,1,Cy3,130,36,39,829,0,Well6
1588,1,Far-red,164,36,39,829,0,Well6
1588,2,GFP,14480,36,39,829,0,Well6
1588,2,Cy3,14493,36,39,829,0,Well6
1588,2,Far-red,325,36,39,829,0,Well6
1588,3,GFP,52,36,39,829,0,Well6
1588,3,Cy3,20,36,39,829,0,Well6
1588,3,Far-red,25,36,39,829,0,Well6
1588,4,GFP,105,36,39,829,0,Well6
1588,4,Cy3,49,36,39,829,0,Well6
1588,4,Far-red,32,36,39,829,0,Well6
1589,1,GFP,92,36,39,835,0,Well6
1589,1,Cy3,132,36,39,835,0,Well6
1589,1,Far-red,233,36,39,835,0,Well6
1589,2,GFP,12911,36,39,835,0,Well6
1589,2,Cy3,13991,36,39,835,0,Well6
1589,2,Far-red,322,36,39,835,0,Well6
1589,3,GFP,137,36,39,835,0,Well6
1589,3,Cy3,21,36,39,835,0,Well6
1589,3,Far-red,5,36,39,835,0,Well6
1589,4,GFP,154,36,39,835,0,Well6
1589,4,Cy3,55,36,39,835,0,Well6
1589,4,Far-red,2,36,39,835,0,Well6
1140,1,GFP,38,37,29,1062,0,Well6
1140,1,Cy3,9,37,29,1062,0,Well6
1140,1,Far-red,83,37,29,1062,0,Well6
1140,2,GFP,2059,37,29,1062,0,Well6
1140,2,Cy3,1219,37,29,1062,0,Well6
1140,2,Far-red,744,37,29,1062,0,Well6
1140,3,GFP,34,37,29,1062,0,Well6
1140,3,Cy3,43,37,29,1062,0,Well6
1140,3,Far-red,9,37,29,1062,0,Well6
1140,4,GFP,78,37,29,1062,0,Well6
1140,4,Cy3,6,37,29,1062,0,Well6
1140,4,Far-red,11,37,29,1062,0,Well6
1358,1,GFP,110,37,34,1058,0,Well6
1358,1,Cy3,73,37,34,1058,0,Well6
1358,1,Far-red,130,37,34,1058,0,Well6
1358,2,GFP,370,37,34,1058,0,Well6
1358,2,Cy3,234,37,34,1058,0,Well6
1358,2,Far-red,644,37,34,1058,0,Well6
1358,3,GFP,0,37,34,1058,0,Well6
1358,3,Cy3,55,37,34,1058,0,Well6
1358,3,Far-red,28,37,34,1058,0,Well6
1358,4,GFP,54,37,34,1058,0,Well6
1358,4,Cy3,28,37,34,1058,0,Well6
1358,4,Far-red,15,37,34,1058,0,Well6
1314,1,GFP,46,38,33,1031,0,Well6
1314,1,Cy3,50,38,33,1031,0,Well6
1314,1,Far-red,63,38,33,1031,0,Well6
1314,2,GFP,10593,38,33,1031,0,Well6
1314,2,Cy3,12465,38,33,1031,0,Well6
1314,2,Far-red,207,38,33,1031,0,Well6
1314,3,GFP,41,38,33,1031,0,Well6
1314,3,Cy3,15,38,33,1031,0,Well6
1314,3,Far-red,9,38,33,1031,0,Well6
1314,4,GFP,52,38,33,1031,0,Well6
1314,4,Cy3,47,38,33,1031,0,Well6
1314,4,Far-red,27,38,33,1031,0,Well6
1405,1,GFP,189,38,35,1036,0,Well6
1405,1,Cy3,342,38,35,1036,0,Well6
1405,1,Far-red,0,38,35,1036,0,Well6
1405,2,GFP,8134,38,35,1036,0,Well6
1405,2,Cy3,7758,38,35,1036,0,Well6
1405,2,Far-red,40,38,35,1036,0,Well6
1405,3,GFP,34,38,35,1036,0,Well6
1405,3,Cy3,5,38,35,1036,0,Well6
1405,3,Far-red,1,38,35,1036,0,Well6
1405,4,GFP,119,38,35,1036,0,Well6
1405,4,Cy3,49,38,35,1036,0,Well6
1405,4,Far-red,36,38,35,1036,0,Well6
1406,1,GFP,42,38,35,1042,0,Well6
1406,1,Cy3,0,38,35,1042,0,Well6
1406,1,Far-red,0,38,35,1042,0,Well6
1406,2,GFP,2441,38,35,1042,0,Well6
1406,2,Cy3,2241,38,35,1042,0,Well6
1406,2,Far-red,290,38,35,1042,0,Well6
1406,3,GFP,93,38,35,1042,0,Well6
1406,3,Cy3,65,38,35,1042,0,Well6
1406,3,Far-red,11,38,35,1042,0,Well6
1406,4,GFP,24,38,35,1042,0,Well6
1406,4,Cy3,59,38,35,1042,0,Well6
1406,4,Far-red,24,38,35,1042,0,Well6
1407,1,GFP,19,38,35,1046,0,Well6
1407,1,Cy3,33,38,35,1046,0,Well6
1407,1,Far-red,0,38,35,1046,0,Well6
1407,2,GFP,0,38,35,1046,0,Well6
1407,2,Cy3,0,38,35,1046,0,Well6
1407,2,Far-red,224,38,35,1046,0,Well6
1407,3,GFP,202,38,35,1046,0,Well6
1407,3,Cy3,50,38,35,1046,0,Well6
1407,3,Far-red,30,38,35,1046,0,Well6
1407,4,GFP,46,38,35,1046,0,Well6
1407,4,Cy3,37,38,35,1046,0,Well6
1407,4,Far-red,30,38,35,1046,0,Well6
1496,1,GFP,29,38,37,1021,0,Well6
1496,1,Cy3,7,38,37,1021,0,Well6
1496,1,Far-red,89,38,37,1021,0,Well6
1496,2,GFP,1139,38,37,1021,0,Well6
1496,2,Cy3,819,38,37,1021,0,Well6
1496,2,Far-red,387,38,37,1021,0,Well6
1496,3,GFP,42,38,37,1021,0,Well6
1496,3,Cy3,26,38,37,1021,0,Well6
1496,3,Far-red,33,38,37,1021,0,Well6
1496,4,GFP,52,38,37,1021,0,Well6
1496,4,Cy3,59,38,37,1021,0,Well6
1496,4,Far-red,37,38,37,1021,0,Well6
1545,1,GFP,82,38,38,1026,0,Well6
1545,1,Cy3,44,38,38,1026,0,Well6
1545,1,Far-red,120,38,38,1026,0,Well6
1545,2,GFP,3751,38,38,1026,0,Well6
1545,2,Cy3,2008,38,38,1026,0,Well6
1545,2,Far-red,312,38,38,1026,0,Well6
1545,3,GFP,87,38,38,1026,0,Well6
1545,3,Cy3,52,38,38,1026,0,Well6
1545,3,Far-red,34,38,38,1026,0,Well6
1545,4,GFP,92,38,38,1026,0,Well6
1545,4,Cy3,36,38,38,1026,0,Well6
1545,4,Far-red,18,38,38,1026,0,Well6
1595,1,GFP,198,38,39,1031,0,Well6
1595,1,Cy3,236,38,39,1031,0,Well6
1595,1,Far-red,350,38,39,1031,0,Well6
1595,2,GFP,8272,38,39,1031,0,Well6
1595,2,Cy3,9925,38,39,1031,0,Well6
1595,2,Far-red,132,38,39,1031,0,Well6
1595,3,GFP,38,38,39,1031,0,Well6
1595,3,Cy3,45,38,39,1031,0,Well6
1595,3,Far-red,30,38,39,1031,0,Well6
1595,4,GFP,69,38,39,1031,0,Well6
1595,4,Cy3,73,38,39,1031,0,Well6
1595,4,Far-red,4,38,39,1031,0,Well6
1596,1,GFP,174,38,39,1037,0,Well6
1596,1,Cy3,532,38,39,1037,0,Well6
1596,1,Far-red,1803,38,39,1037,0,Well6
1596,2,GFP,9402,38,39,1037,0,Well6
1596,2,Cy3,9553,38,39,1037,0,Well6
1596,2,Far-red,501,38,39,1037,0,Well6
1596,3,GFP,83,38,39,1037,0,Well6
1596,3,Cy3,63,38,39,1037,0,Well6
1596,3,Far-red,20,38,39,1037,0,Well6
1596,4,GFP,71,38,39,1037,0,Well6
1596,4,Cy3,36,38,39,1037,0,Well6
1596,4,Far-red,87,38,39,1037,0,Well6
1255,1,GFP,36,39,32,57,0,Well6
1255,1,Cy3,78,39,32,57,0,Well6
1255,1,Far-red,240,39,32,57,0,Well6
1255,2,GFP,10742,39,32,57,0,Well6
1255,2,Cy3,10125,39,32,57,0,Well6
1255,2,Far-red,259,39,32,57,0,Well6
1255,3,GFP,29,39,32,57,0,Well6
1255,3,Cy3,16,39,32,57,0,Well6
1255,3,Far-red,27,39,32,57,0,Well6
1255,4,GFP,30,39,32,57,0,Well6
1255,4,Cy3,0,39,32,57,0,Well6
1255,4,Far-red,13,39,32,57,0,Well6
1512,1,GFP,45,39,38,50,0,Well6
1512,1,Cy3,16,39,38,50,0,Well6
1512,1,Far-red,0,39,38,50,0,Well6
1512,2,GFP,0,39,38,50,0,Well6
1512,2,Cy3,0,39,38,50,0,Well6
1512,2,Far-red,102,39,38,50,0,Well6
1512,3,GFP,99,39,38,50,0,Well6
1512,3,Cy3,14,39,38,50,0,Well6
1512,3,Far-red,24,39,38,50,0,Well6
1512,4,GFP,506,39,38,50,0,Well6
1512,4,Cy3,103,39,38,50,0,Well6
1512,4,Far-red,94,39,38,50,0,Well6
1621,1,GFP,0,39,40,62,0,Well6
1621,1,Cy3,47,39,40,62,0,Well6
1621,1,Far-red,42,39,40,62,0,Well6
1621,2,GFP,9159,39,40,62,0,Well6
1621,2,Cy3,14007,39,40,62,0,Well6
1621,2,Far-red,69,39,40,62,0,Well6
1621,3,GFP,80,39,40,62,0,Well6
1621,3,Cy3,29,39,40,62,0,Well6
1621,3,Far-red,22,39,40,62,0,Well6
1621,4,GFP,35,39,40,62,0,Well6
1621,4,Cy3,6,39,40,62,0,Well6
1621,4,Far-red,25,39,40,62,0,Well6
1463,1,GFP,50,40,36,1803,0,Well6
1463,1,Cy3,48,40,36,1803,0,Well6
1463,1,Far-red,38,40,36,1803,0,Well6
1463,2,GFP,3425,40,36,1803,0,Well6
1463,2,Cy3,2474,40,36,1803,0,Well6
1463,2,Far-red,789,40,36,1803,0,Well6
1463,3,GFP,138,40,36,1803,0,Well6
1463,3,Cy3,23,40,36,1803,0,Well6
1463,3,Far-red,13,40,36,1803,0,Well6
1463,4,GFP,84,40,36,1803,0,Well6
1463,4,Cy3,34,40,36,1803,0,Well6
1463,4,Far-red,69,40,36,1803,0,Well6
1290,1,GFP,65,41,33,70,0,Well6
1290,1,Cy3,27,41,33,70,0,Well6
1290,1,Far-red,31,41,33,70,0,Well6
1290,2,GFP,15431,41,33,70,0,Well6
1290,2,Cy3,12829,41,33,70,0,Well6
1290,2,Far-red,159,41,33,70,0,Well6
1290,3,GFP,105,41,33,70,0,Well6
1290,3,Cy3,34,41,33,70,0,Well6
1290,3,Far-red,28,41,33,70,0,Well6
1290,4,GFP,63,41,33,70,0,Well6
1290,4,Cy3,58,41,33,70,0,Well6
1290,4,Far-red,24,41,33,70,0,Well6
1334,1,GFP,107,41,34,65,0,Well6
1334,1,Cy3,2,41,34,65,0,Well6
1334,1,Far-red,5,41,34,65,0,Well6
1334,2,GFP,10097,41,34,65,0,Well6
1334,2,Cy3,13283,41,34,65,0,Well6
1334,2,Far-red,227,41,34,65,0,Well6
1334,3,GFP,61,41,34,65,0,Well6
1334,3,Cy3,19,41,34,65,0,Well6
1334,3,Far-red,13,41,34,65,0,Well6
1334,4,GFP,78,41,34,65,0,Well6
1334,4,Cy3,11,41,34,65,0,Well6
1334,4,Far-red,11,41,34,65,0,Well6
1513,1,GFP,155,41,38,74,0,Well6
1513,1,Cy3,0,41,38,74,0,Well6
1513,1,Far-red,0,41,38,74,0,Well6
1513,2,GFP,1503,41,38,74,0,Well6
1513,2,Cy3,1503,41,38,74,0,Well6
1513,2,Far-red,204,41,38,74,0,Well6
1513,3,GFP,66,41,38,74,0,Well6
1513,3,Cy3,46,41,38,74,0,Well6
1513,3,Far-red,10,41,38,74,0,Well6
1513,4,GFP,141,41,38,74,0,Well6
1513,4,Cy3,30,41,38,74,0,Well6
1513,4,Far-red,24,41,38,74,0,Well6
1711,1,GFP,42,41,42,71,0,Well6
1711,1,Cy3,2,41,42,71,0,Well6
1711,1,Far-red,16,41,42,71,0,Well6
1711,2,GFP,12721,41,42,71,0,Well6
1711,2,Cy3,17701,41,42,71,0,Well6
1711,2,Far-red,185,41,42,71,0,Well6
1711,3,GFP,42,41,42,71,0,Well6
1711,3,Cy3,20,41,42,71,0,Well6
1711,3,Far-red,23,41,42,71,0,Well6
1711,4,GFP,75,41,42,71,0,Well6
1711,4,Cy3,30,41,42,71,0,Well6
1711,4,Far-red,21,41,42,71,0,Well6
1804,1,GFP,14,41,44,78,0,Well6
1804,1,Cy3,9,41,44,78,0,Well6
1804,1,Far-red,94,41,44,78,0,Well6
1804,2,GFP,11702,41,44,78,0,Well6
1804,2,Cy3,11653,41,44,78,0,Well6
1804,2,Far-red,365,41,44,78,0,Well6
1804,3,GFP,6,41,44,78,0,Well6
1804,3,Cy3,29,41,44,78,0,Well6
1804,3,Far-red,21,41,44,78,0,Well6
1804,4,GFP,50,41,44,78,0,Well6
1804,4,Cy3,13,41,44,78,0,Well6
1804,4,Far-red,28,41,44,78,0,Well6
1573,1,GFP,175,42,38,2016,0,Well6
1573,1,Cy3,135,42,38,2016,0,Well6
1573,1,Far-red,426,42,38,2016,0,Well6
1573,2,GFP,8041,42,38,2016,0,Well6
1573,2,Cy3,6919,42,38,2016,0,Well6
1573,2,Far-red,473,42,38,2016,0,Well6
1573,3,GFP,34,42,38,2016,0,Well6
1573,3,Cy3,43,42,38,2016,0,Well6
1573,3,Far-red,21,42,38,2016,0,Well6
1573,4,GFP,45,42,38,2016,0,Well6
1573,4,Cy3,3,42,38,2016,0,Well6
1573,4,Far-red,15,42,38,2016,0,Well6
1763,1,GFP,0,42,42,2009,0,Well6
1763,1,Cy3,0,42,42,2009,0,Well6
1763,1,Far-red,58,42,42,2009,0,Well6
1763,2,GFP,1090,42,42,2009,0,Well6
1763,2,Cy3,1087,42,42,2009,0,Well6
1763,2,Far-red,114,42,42,2009,0,Well6
1763,3,GFP,64,42,42,2009,0,Well6
1763,3,Cy3,28,42,42,2009,0,Well6
1763,3,Far-red,9,42,42,2009,0,Well6
1763,4,GFP,19,42,42,2009,0,Well6
1763,4,Cy3,73,42,42,2009,0,Well6
1763,4,Far-red,42,42,42,2009,0,Well6
2074,1,GFP,0,42,49,2017,0,Well6
2074,1,Cy3,0,42,49,2017,0,Well6
2074,1,Far-red,0,42,49,2017,0,Well6
2074,2,GFP,1179,42,49,2017,0,Well6
2074,2,Cy3,761,42,49,2017,0,Well6
2074,2,Far-red,151,42,49,2017,0,Well6
