read,cycle,channel,intensity,cell,i,j,tile,well
39909,3,GFP,19,660,836,1500,0,Well6
39909,3,Cy3,5,660,836,1500,0,Well6
39909,3,Far-red,2,660,836,1500,0,Well6
39909,4,GFP,63,660,836,1500,0,Well6
39909,4,Cy3,30,660,836,1500,0,Well6
39909,4,Far-red,63,660,836,1500,0,Well6
39258,1,GFP,9,661,823,105,0,Well6
39258,1,Cy3,38,661,823,105,0,Well6
39258,1,Far-red,94,661,823,105,0,Well6
39258,2,GFP,19740,661,823,105,0,Well6
39258,2,Cy3,26359,661,823,105,0,Well6
39258,2,Far-red,468,661,823,105,0,Well6
39258,3,GFP,60,661,823,105,0,Well6
39258,3,Cy3,37,661,823,105,0,Well6
39258,3,Far-red,43,661,823,105,0,Well6
39258,4,GFP,66,661,823,105,0,Well6
39258,4,Cy3,50,661,823,105,0,Well6
39258,4,Far-red,33,661,823,105,0,Well6
39583,1,GFP,124,661,830,107,0,Well6
39583,1,Cy3,116,661,830,107,0,Well6
39583,1,Far-red,113,661,830,107,0,Well6
39583,2,GFP,16652,661,830,107,0,Well6
39583,2,Cy3,22627,661,830,107,0,Well6
39583,2,Far-red,486,661,830,107,0,Well6
39583,3,GFP,246,661,830,107,0,Well6
39583,3,Cy3,109,661,830,107,0,Well6
39583,3,Far-red,43,661,830,107,0,Well6
39583,4,GFP,35,661,830,107,0,Well6
39583,4,Cy3,28,661,830,107,0,Well6
39583,4,Far-red,27,661,830,107,0,Well6
39186,1,GFP,2229,662,821,1493,0,Well6
39186,1,Cy3,167,662,821,1493,0,Well6
39186,1,Far-red,0,662,821,1493,0,Well6
39186,2,GFP,12487,662,821,1493,0,Well6
39186,2,Cy3,15311,662,821,1493,0,Well6
39186,2,Far-red,525,662,821,1493,0,Well6
39186,3,GFP,81,662,821,1493,0,Well6
39186,3,Cy3,0,662,821,1493,0,Well6
39186,3,Far-red,42,662,821,1493,0,Well6
39186,4,GFP,236,662,821,1493,0,Well6
39186,4,Cy3,51,662,821,1493,0,Well6
39186,4,Far-red,62,662,821,1493,0,Well6
39477,1,GFP,0,662,827,1480,0,Well6
39477,1,Cy3,142,662,827,1480,0,Well6
39477,1,Far-red,818,662,827,1480,0,Well6
39477,2,GFP,12603,662,827,1480,0,Well6
39477,2,Cy3,14348,662,827,1480,0,Well6
39477,2,Far-red,225,662,827,1480,0,Well6
39477,3,GFP,62,662,827,1480,0,Well6
39477,3,Cy3,86,662,827,1480,0,Well6
39477,3,Far-red,22,662,827,1480,0,Well6
39477,4,GFP,51,662,827,1480,0,Well6
39477,4,Cy3,52,662,827,1480,0,Well6
39477,4,Far-red,33,662,827,1480,0,Well6
39478,1,GFP,19,662,827,1495,0,Well6
39478,1,Cy3,58,662,827,1495,0,Well6
39478,1,Far-red,155,662,827,1495,0,Well6
39478,2,GFP,17847,662,827,1495,0,Well6
39478,2,Cy3,20878,662,827,1495,0,Well6
39478,2,Far-red,536,662,827,1495,0,Well6
39478,3,GFP,278,662,827,1495,0,Well6
39478,3,Cy3,221,662,827,1495,0,Well6
39478,3,Far-red,62,662,827,1495,0,Well6
39478,4,GFP,62,662,827,1495,0,Well6
39478,4,Cy3,57,662,827,1495,0,Well6
39478,4,Far-red,31,662,827,1495,0,Well6
39527,1,GFP,0,662,828,1489,0,Well6
39527,1,Cy3,4,662,828,1489,0,Well6
39527,1,Far-red,80,662,828,1489,0,Well6
39527,2,GFP,8786,662,828,1489,0,Well6
39527,2,Cy3,8931,662,828,1489,0,Well6
39527,2,Far-red,737,662,828,1489,0,Well6
39527,3,GFP,196,662,828,1489,0,Well6
39527,3,Cy3,326,662,828,1489,0,Well6
39527,3,Far-red,18,662,828,1489,0,Well6
39527,4,GFP,59,662,828,1489,0,Well6
39527,4,Cy3,62,662,828,1489,0,Well6
39527,4,Far-red,17,662,828,1489,0,Well6
39815,1,GFP,0,662,834,1479,0,Well6
39815,1,Cy3,343,662,834,1479,0,Well6
39815,1,Far-red,893,662,834,1479,0,Well6
39815,2,GFP,18984,662,834,1479,0,Well6
39815,2,Cy3,22762,662,834,1479,0,Well6
39815,2,Far-red,408,662,834,1479,0,Well6
39815,3,GFP,126,662,834,1479,0,Well6
39815,3,Cy3,137,662,834,1479,0,Well6
39815,3,Far-red,26,662,834,1479,0,Well6
39815,4,GFP,78,662,834,1479,0,Well6
39815,4,Cy3,23,662,834,1479,0,Well6
39815,4,Far-red,48,662,834,1479,0,Well6
39816,1,GFP,287,662,834,1483,0,Well6
39816,1,Cy3,792,662,834,1483,0,Well6
39816,1,Far-red,1549,662,834,1483,0,Well6
39816,2,GFP,7693,662,834,1483,0,Well6
39816,2,Cy3,8973,662,834,1483,0,Well6
39816,2,Far-red,0,662,834,1483,0,Well6
39816,3,GFP,406,662,834,1483,0,Well6
39816,3,Cy3,421,662,834,1483,0,Well6
39816,3,Far-red,32,662,834,1483,0,Well6
39816,4,GFP,46,662,834,1483,0,Well6
39816,4,Cy3,44,662,834,1483,0,Well6
39816,4,Far-red,35,662,834,1483,0,Well6
39817,1,GFP,266,662,834,1490,0,Well6
39817,1,Cy3,554,662,834,1490,0,Well6
39817,1,Far-red,908,662,834,1490,0,Well6
39817,2,GFP,12815,662,834,1490,0,Well6
39817,2,Cy3,15750,662,834,1490,0,Well6
39817,2,Far-red,0,662,834,1490,0,Well6
39817,3,GFP,145,662,834,1490,0,Well6
39817,3,Cy3,74,662,834,1490,0,Well6
39817,3,Far-red,31,662,834,1490,0,Well6
39817,4,GFP,35,662,834,1490,0,Well6
39817,4,Cy3,46,662,834,1490,0,Well6
39817,4,Far-red,29,662,834,1490,0,Well6
39091,1,GFP,50,663,820,116,0,Well6
39091,1,Cy3,81,663,820,116,0,Well6
39091,1,Far-red,244,663,820,116,0,Well6
39091,2,GFP,18022,663,820,116,0,Well6
39091,2,Cy3,16443,663,820,116,0,Well6
39091,2,Far-red,426,663,820,116,0,Well6
39091,3,GFP,82,663,820,116,0,Well6
39091,3,Cy3,25,663,820,116,0,Well6
39091,3,Far-red,5,663,820,116,0,Well6
39091,4,GFP,84,663,820,116,0,Well6
39091,4,Cy3,0,663,820,116,0,Well6
39091,4,Far-red,48,663,820,116,0,Well6
39296,1,GFP,62,663,824,118,0,Well6
39296,1,Cy3,28,663,824,118,0,Well6
39296,1,Far-red,68,663,824,118,0,Well6
39296,2,GFP,4693,663,824,118,0,Well6
39296,2,Cy3,4543,663,824,118,0,Well6
39296,2,Far-red,690,663,824,118,0,Well6
39296,3,GFP,55,663,824,118,0,Well6
39296,3,Cy3,11,663,824,118,0,Well6
39296,3,Far-red,28,663,824,118,0,Well6
39296,4,GFP,28,663,824,118,0,Well6
39296,4,Cy3,46,663,824,118,0,Well6
39296,4,Far-red,3,663,824,118,0,Well6
39398,1,GFP,98,663,826,111,0,Well6
39398,1,Cy3,144,663,826,111,0,Well6
39398,1,Far-red,311,663,826,111,0,Well6
39398,2,GFP,0,663,826,111,0,Well6
39398,2,Cy3,0,663,826,111,0,Well6
39398,2,Far-red,310,663,826,111,0,Well6
39398,3,GFP,27,663,826,111,0,Well6
39398,3,Cy3,0,663,826,111,0,Well6
39398,3,Far-red,6,663,826,111,0,Well6
39398,4,GFP,38,663,826,111,0,Well6
39398,4,Cy3,58,663,826,111,0,Well6
39398,4,Far-red,31,663,826,111,0,Well6
39444,1,GFP,75,663,827,126,0,Well6
39444,1,Cy3,14,663,827,126,0,Well6
39444,1,Far-red,79,663,827,126,0,Well6
39444,2,GFP,10124,663,827,126,0,Well6
39444,2,Cy3,10576,663,827,126,0,Well6
39444,2,Far-red,505,663,827,126,0,Well6
39444,3,GFP,38,663,827,126,0,Well6
39444,3,Cy3,91,663,827,126,0,Well6
39444,3,Far-red,24,663,827,126,0,Well6
39444,4,GFP,1,663,827,126,0,Well6
39444,4,Cy3,7,663,827,126,0,Well6
39444,4,Far-red,0,663,827,126,0,Well6
39584,1,GFP,68,663,830,120,0,Well6
39584,1,Cy3,122,663,830,120,0,Well6
39584,1,Far-red,215,663,830,120,0,Well6
39584,2,GFP,0,663,830,120,0,Well6
39584,2,Cy3,0,663,830,120,0,Well6
39584,2,Far-red,527,663,830,120,0,Well6
39584,3,GFP,88,663,830,120,0,Well6
39584,3,Cy3,14,663,830,120,0,Well6
39584,3,Far-red,7,663,830,120,0,Well6
39584,4,GFP,514,663,830,120,0,Well6
39584,4,Cy3,373,663,830,120,0,Well6
39584,4,Far-red,183,663,830,120,0,Well6
39350,1,GFP,67,664,825,218,0,Well6
39350,1,Cy3,105,664,825,218,0,Well6
39350,1,Far-red,294,664,825,218,0,Well6
39350,2,GFP,2515,664,825,218,0,Well6
39350,2,Cy3,1502,664,825,218,0,Well6
39350,2,Far-red,458,664,825,218,0,Well6
39350,3,GFP,112,664,825,218,0,Well6
39350,3,Cy3,83,664,825,218,0,Well6
39350,3,Far-red,22,664,825,218,0,Well6
39350,4,GFP,93,664,825,218,0,Well6
39350,4,Cy3,79,664,825,218,0,Well6
39350,4,Far-red,38,664,825,218,0,Well6
39447,1,GFP,36,664,827,225,0,Well6
39447,1,Cy3,53,664,827,225,0,Well6
39447,1,Far-red,20,664,827,225,0,Well6
39447,2,GFP,19563,664,827,225,0,Well6
39447,2,Cy3,12737,664,827,225,0,Well6
39447,2,Far-red,279,664,827,225,0,Well6
39447,3,GFP,52,664,827,225,0,Well6
39447,3,Cy3,29,664,827,225,0,Well6
39447,3,Far-red,30,664,827,225,0,Well6
39447,4,GFP,51,664,827,225,0,Well6
39447,4,Cy3,60,664,827,225,0,Well6
39447,4,Far-red,21,664,827,225,0,Well6
39493,1,GFP,179,664,828,231,0,Well6
39493,1,Cy3,287,664,828,231,0,Well6
39493,1,Far-red,557,664,828,231,0,Well6
39493,2,GFP,554,664,828,231,0,Well6
39493,2,Cy3,534,664,828,231,0,Well6
39493,2,Far-red,777,664,828,231,0,Well6
39493,3,GFP,59,664,828,231,0,Well6
39493,3,Cy3,41,664,828,231,0,Well6
39493,3,Far-red,10,664,828,231,0,Well6
39493,4,GFP,338,664,828,231,0,Well6
39493,4,Cy3,164,664,828,231,0,Well6
39493,4,Far-red,76,664,828,231,0,Well6
39587,1,GFP,211,664,830,223,0,Well6
39587,1,Cy3,262,664,830,223,0,Well6
39587,1,Far-red,411,664,830,223,0,Well6
39587,2,GFP,19209,664,830,223,0,Well6
39587,2,Cy3,23155,664,830,223,0,Well6
39587,2,Far-red,608,664,830,223,0,Well6
39587,3,GFP,64,664,830,223,0,Well6
39587,3,Cy3,53,664,830,223,0,Well6
39587,3,Far-red,13,664,830,223,0,Well6
39587,4,GFP,45,664,830,223,0,Well6
39587,4,Cy3,31,664,830,223,0,Well6
39587,4,Far-red,63,664,830,223,0,Well6
39289,1,GFP,271,665,823,1519,0,Well6
39289,1,Cy3,378,665,823,1519,0,Well6
39289,1,Far-red,873,665,823,1519,0,Well6
39289,2,GFP,16932,665,823,1519,0,Well6
39289,2,Cy3,19527,665,823,1519,0,Well6
39289,2,Far-red,474,665,823,1519,0,Well6
39289,3,GFP,48,665,823,1519,0,Well6
39289,3,Cy3,87,665,823,1519,0,Well6
39289,3,Far-red,33,665,823,1519,0,Well6
39289,4,GFP,50,665,823,1519,0,Well6
39289,4,Cy3,36,665,823,1519,0,Well6
39289,4,Far-red,24,665,823,1519,0,Well6
39334,1,GFP,0,665,824,1516,0,Well6
39334,1,Cy3,20,665,824,1516,0,Well6
39334,1,Far-red,630,665,824,1516,0,Well6
39334,2,GFP,15808,665,824,1516,0,Well6
39334,2,Cy3,18539,665,824,1516,0,Well6
39334,2,Far-red,435,665,824,1516,0,Well6
39334,3,GFP,38,665,824,1516,0,Well6
39334,3,Cy3,2,665,824,1516,0,Well6
39334,3,Far-red,19,665,824,1516,0,Well6
39334,4,GFP,20,665,824,1516,0,Well6
39334,4,Cy3,17,665,824,1516,0,Well6
39334,4,Far-red,32,665,824,1516,0,Well6
39377,1,GFP,308,665,825,1512,0,Well6
39377,1,Cy3,450,665,825,1512,0,Well6
39377,1,Far-red,1265,665,825,1512,0,Well6
39377,2,GFP,6102,665,825,1512,0,Well6
39377,2,Cy3,4605,665,825,1512,0,Well6
39377,2,Far-red,0,665,825,1512,0,Well6
39377,3,GFP,61,665,825,1512,0,Well6
39377,3,Cy3,27,665,825,1512,0,Well6
39377,3,Far-red,7,665,825,1512,0,Well6
39377,4,GFP,33,665,825,1512,0,Well6
39377,4,Cy3,32,665,825,1512,0,Well6
39377,4,Far-red,62,665,825,1512,0,Well6
39673,1,GFP,4960,665,831,1510,0,Well6
39673,1,Cy3,1238,665,831,1510,0,Well6
39673,1,Far-red,3359,665,831,1510,0,Well6
39673,2,GFP,0,665,831,1510,0,Well6
39673,2,Cy3,0,665,831,1510,0,Well6
39673,2,Far-red,73,665,831,1510,0,Well6
39673,3,GFP,79,665,831,1510,0,Well6
39673,3,Cy3,35,665,831,1510,0,Well6
39673,3,Far-red,24,665,831,1510,0,Well6
39673,4,GFP,135,665,831,1510,0,Well6
39673,4,Cy3,17,665,831,1510,0,Well6
39673,4,Far-red,42,665,831,1510,0,Well6
39674,1,GFP,45,665,831,1522,0,Well6
39674,1,Cy3,201,665,831,1522,0,Well6
39674,1,Far-red,472,665,831,1522,0,Well6
39674,2,GFP,16140,665,831,1522,0,Well6
39674,2,Cy3,21961,665,831,1522,0,Well6
39674,2,Far-red,714,665,831,1522,0,Well6
39674,3,GFP,30,665,831,1522,0,Well6
39674,3,Cy3,56,665,831,1522,0,Well6
39674,3,Far-red,22,665,831,1522,0,Well6
39674,4,GFP,24,665,831,1522,0,Well6
39674,4,Cy3,54,665,831,1522,0,Well6
39674,4,Far-red,40,665,831,1522,0,Well6
39451,1,GFP,206,666,827,440,0,Well6
39451,1,Cy3,180,666,827,440,0,Well6
39451,1,Far-red,538,666,827,440,0,Well6
39451,2,GFP,15702,666,827,440,0,Well6
39451,2,Cy3,16658,666,827,440,0,Well6
39451,2,Far-red,386,666,827,440,0,Well6
39451,3,GFP,203,666,827,440,0,Well6
39451,3,Cy3,285,666,827,440,0,Well6
39451,3,Far-red,5,666,827,440,0,Well6
39451,4,GFP,71,666,827,440,0,Well6
39451,4,Cy3,27,666,827,440,0,Well6
39451,4,Far-red,43,666,827,440,0,Well6
39549,1,GFP,119,666,829,445,0,Well6
39549,1,Cy3,76,666,829,445,0,Well6
39549,1,Far-red,194,666,829,445,0,Well6
39549,2,GFP,15733,666,829,445,0,Well6
39549,2,Cy3,17345,666,829,445,0,Well6
39549,2,Far-red,445,666,829,445,0,Well6
39549,3,GFP,80,666,829,445,0,Well6
39549,3,Cy3,13,666,829,445,0,Well6
39549,3,Far-red,17,666,829,445,0,Well6
39549,4,GFP,34,666,829,445,0,Well6
39549,4,Cy3,7,666,829,445,0,Well6
39549,4,Far-red,39,666,829,445,0,Well6
39595,1,GFP,110,666,830,438,0,Well6
39595,1,Cy3,255,666,830,438,0,Well6
39595,1,Far-red,372,666,830,438,0,Well6
39595,2,GFP,12314,666,830,438,0,Well6
39595,2,Cy3,14430,666,830,438,0,Well6
39595,2,Far-red,936,666,830,438,0,Well6
39595,3,GFP,56,666,830,438,0,Well6
39595,3,Cy3,7,666,830,438,0,Well6
39595,3,Far-red,35,666,830,438,0,Well6
39595,4,GFP,0,666,830,438,0,Well6
39595,4,Cy3,34,666,830,438,0,Well6
39595,4,Far-red,0,666,830,438,0,Well6
39833,1,GFP,31,666,835,437,0,Well6
39833,1,Cy3,60,666,835,437,0,Well6
39833,1,Far-red,65,666,835,437,0,Well6
39833,2,GFP,19864,666,835,437,0,Well6
39833,2,Cy3,16183,666,835,437,0,Well6
39833,2,Far-red,339,666,835,437,0,Well6
39833,3,GFP,111,666,835,437,0,Well6
39833,3,Cy3,33,666,835,437,0,Well6
39833,3,Far-red,25,666,835,437,0,Well6
39833,4,GFP,14,666,835,437,0,Well6
39833,4,Cy3,33,666,835,437,0,Well6
39833,4,Far-red,11,666,835,437,0,Well6
39943,1,GFP,124,666,837,442,0,Well6
39943,1,Cy3,81,666,837,442,0,Well6
39943,1,Far-red,142,666,837,442,0,Well6
39943,2,GFP,1186,666,837,442,0,Well6
39943,2,Cy3,554,666,837,442,0,Well6
39943,2,Far-red,264,666,837,442,0,Well6
39943,3,GFP,12,666,837,442,0,Well6
39943,3,Cy3,51,666,837,442,0,Well6
39943,3,Far-red,14,666,837,442,0,Well6
39943,4,GFP,909,666,837,442,0,Well6
39943,4,Cy3,278,666,837,442,0,Well6
39943,4,Far-red,361,666,837,442,0,Well6
39538,1,GFP,40,667,828,1935,0,Well6
39538,1,Cy3,65,667,828,1935,0,Well6
39538,1,Far-red,64,667,828,1935,0,Well6
39538,2,GFP,12052,667,828,1935,0,Well6
39538,2,Cy3,8723,667,828,1935,0,Well6
39538,2,Far-red,6724,667,828,1935,0,Well6
39538,3,GFP,86,667,828,1935,0,Well6
39538,3,Cy3,22,667,828,1935,0,Well6
39538,3,Far-red,26,667,828,1935,0,Well6
39538,4,GFP,53,667,828,1935,0,Well6
39538,4,Cy3,57,667,828,1935,0,Well6
39538,4,Far-red,24,667,828,1935,0,Well6
39539,1,GFP,34,668,828,1944,0,Well6
39539,1,Cy3,42,668,828,1944,0,Well6
39539,1,Far-red,128,668,828,1944,0,Well6
39539,2,GFP,8000,668,828,1944,0,Well6
39539,2,Cy3,5631,668,828,1944,0,Well6
39539,2,Far-red,2834,668,828,1944,0,Well6
39539,3,GFP,117,668,828,1944,0,Well6
39539,3,Cy3,124,668,828,1944,0,Well6
39539,3,Far-red,14,668,828,1944,0,Well6
39539,4,GFP,75,668,828,1944,0,Well6
39539,4,Cy3,30,668,828,1944,0,Well6
39539,4,Far-red,12,668,828,1944,0,Well6
39569,1,GFP,19,669,829,1444,0,Well6
39569,1,Cy3,55,669,829,1444,0,Well6
39569,1,Far-red,13,669,829,1444,0,Well6
39569,2,GFP,136,669,829,1444,0,Well6
39569,2,Cy3,107,669,829,1444,0,Well6
39569,2,Far-red,448,669,829,1444,0,Well6
39569,3,GFP,0,669,829,1444,0,Well6
39569,3,Cy3,45,669,829,1444,0,Well6
39569,3,Far-red,6,669,829,1444,0,Well6
39569,4,GFP,69,669,829,1444,0,Well6
39569,4,Cy3,74,669,829,1444,0,Well6
39569,4,Far-red,51,669,829,1444,0,Well6
39567,1,GFP,97,670,829,1426,0,Well6
39567,1,Cy3,95,670,829,1426,0,Well6
39567,1,Far-red,104,670,829,1426,0,Well6
39567,2,GFP,24841,670,829,1426,0,Well6
39567,2,Cy3,16145,670,829,1426,0,Well6
39567,2,Far-red,433,670,829,1426,0,Well6
39567,3,GFP,57,670,829,1426,0,Well6
39567,3,Cy3,33,670,829,1426,0,Well6
39567,3,Far-red,7,670,829,1426,0,Well6
39567,4,GFP,198,670,829,1426,0,Well6
39567,4,Cy3,33,670,829,1426,0,Well6
39567,4,Far-red,56,670,829,1426,0,Well6
39568,1,GFP,57,670,829,1437,0,Well6
39568,1,Cy3,89,670,829,1437,0,Well6
39568,1,Far-red,148,670,829,1437,0,Well6
39568,2,GFP,4454,670,829,1437,0,Well6
39568,2,Cy3,3283,670,829,1437,0,Well6
39568,2,Far-red,263,670,829,1437,0,Well6
39568,3,GFP,171,670,829,1437,0,Well6
39568,3,Cy3,169,670,829,1437,0,Well6
39568,3,Far-red,41,670,829,1437,0,Well6
39568,4,GFP,81,670,829,1437,0,Well6
39568,4,Cy3,44,670,829,1437,0,Well6
39568,4,Far-red,50,670,829,1437,0,Well6
39771,1,GFP,62,670,833,1436,0,Well6
39771,1,Cy3,25,670,833,1436,0,Well6
39771,1,Far-red,25,670,833,1436,0,Well6
39771,2,GFP,30,670,833,1436,0,Well6
39771,2,Cy3,0,670,833,1436,0,Well6
39771,2,Far-red,221,670,833,1436,0,Well6
39771,3,GFP,78,670,833,1436,0,Well6
39771,3,Cy3,24,670,833,1436,0,Well6
39771,3,Far-red,12,670,833,1436,0,Well6
39771,4,GFP,51,670,833,1436,0,Well6
39771,4,Cy3,82,670,833,1436,0,Well6
39771,4,Far-red,89,670,833,1436,0,Well6
39814,1,GFP,25,670,834,1428,0,Well6
39814,1,Cy3,27,670,834,1428,0,Well6
39814,1,Far-red,82,670,834,1428,0,Well6
39814,2,GFP,16991,670,834,1428,0,Well6
39814,2,Cy3,18229,670,834,1428,0,Well6
39814,2,Far-red,534,670,834,1428,0,Well6
39814,3,GFP,49,670,834,1428,0,Well6
39814,3,Cy3,63,670,834,1428,0,Well6
39814,3,Far-red,0,670,834,1428,0,Well6
39814,4,GFP,91,670,834,1428,0,Well6
39814,4,Cy3,14,670,834,1428,0,Well6
39814,4,Far-red,39,670,834,1428,0,Well6
40063,1,GFP,53,670,839,1424,0,Well6
40063,1,Cy3,44,670,839,1424,0,Well6
40063,1,Far-red,5,670,839,1424,0,Well6
40063,2,GFP,48,670,839,1424,0,Well6
40063,2,Cy3,66,670,839,1424,0,Well6
40063,2,Far-red,363,670,839,1424,0,Well6
40063,3,GFP,64,670,839,1424,0,Well6
40063,3,Cy3,75,670,839,1424,0,Well6
40063,3,Far-red,20,670,839,1424,0,Well6
40063,4,GFP,99,670,839,1424,0,Well6
40063,4,Cy3,64,670,839,1424,0,Well6
40063,4,Far-red,46,670,839,1424,0,Well6
40108,1,GFP,57,670,840,1431,0,Well6
40108,1,Cy3,102,670,840,1431,0,Well6
40108,1,Far-red,175,670,840,1431,0,Well6
40108,2,GFP,12,670,840,1431,0,Well6
40108,2,Cy3,0,670,840,1431,0,Well6
40108,2,Far-red,0,670,840,1431,0,Well6
40108,3,GFP,75,670,840,1431,0,Well6
40108,3,Cy3,53,670,840,1431,0,Well6
40108,3,Far-red,30,670,840,1431,0,Well6
40108,4,GFP,145,670,840,1431,0,Well6
40108,4,Cy3,25,670,840,1431,0,Well6
40108,4,Far-red,62,670,840,1431,0,Well6
40109,1,GFP,32,670,840,1435,0,Well6
40109,1,Cy3,30,670,840,1435,0,Well6
40109,1,Far-red,7,670,840,1435,0,Well6
40109,2,GFP,154,670,840,1435,0,Well6
40109,2,Cy3,310,670,840,1435,0,Well6
40109,2,Far-red,453,670,840,1435,0,Well6
40109,3,GFP,611,670,840,1435,0,Well6
40109,3,Cy3,334,670,840,1435,0,Well6
40109,3,Far-red,64,670,840,1435,0,Well6
40109,4,GFP,109,670,840,1435,0,Well6
40109,4,Cy3,51,670,840,1435,0,Well6
40109,4,Far-red,87,670,840,1435,0,Well6
39629,1,GFP,39,671,830,2033,0,Well6
39629,1,Cy3,46,671,830,2033,0,Well6
39629,1,Far-red,33,671,830,2033,0,Well6
39629,2,GFP,5255,671,830,2033,0,Well6
39629,2,Cy3,3357,671,830,2033,0,Well6
39629,2,Far-red,1895,671,830,2033,0,Well6
39629,3,GFP,92,671,830,2033,0,Well6
39629,3,Cy3,68,671,830,2033,0,Well6
39629,3,Far-red,7,671,830,2033,0,Well6
39629,4,GFP,137,671,830,2033,0,Well6
39629,4,Cy3,51,671,830,2033,0,Well6
39629,4,Far-red,59,671,830,2033,0,Well6
39740,1,GFP,77,672,833,174,0,Well6
39740,1,Cy3,118,672,833,174,0,Well6
39740,1,Far-red,265,672,833,174,0,Well6
39740,2,GFP,14694,672,833,174,0,Well6
39740,2,Cy3,18705,672,833,174,0,Well6
39740,2,Far-red,408,672,833,174,0,Well6
39740,3,GFP,261,672,833,174,0,Well6
39740,3,Cy3,355,672,833,174,0,Well6
39740,3,Far-red,80,672,833,174,0,Well6
39740,4,GFP,25,672,833,174,0,Well6
39740,4,Cy3,15,672,833,174,0,Well6
39740,4,Far-red,4,672,833,174,0,Well6
39990,1,GFP,80,672,838,181,0,Well6
39990,1,Cy3,106,672,838,181,0,Well6
39990,1,Far-red,238,672,838,181,0,Well6
39990,2,GFP,4858,672,838,181,0,Well6
39990,2,Cy3,3003,672,838,181,0,Well6
39990,2,Far-red,0,672,838,181,0,Well6
39990,3,GFP,16,672,838,181,0,Well6
39990,3,Cy3,47,672,838,181,0,Well6
39990,3,Far-red,27,672,838,181,0,Well6
39990,4,GFP,97,672,838,181,0,Well6
39990,4,Cy3,67,672,838,181,0,Well6
39990,4,Far-red,47,672,838,181,0,Well6
40125,1,GFP,56,672,841,173,0,Well6
40125,1,Cy3,84,672,841,173,0,Well6
40125,1,Far-red,94,672,841,173,0,Well6
40125,2,GFP,17216,672,841,173,0,Well6
40125,2,Cy3,20729,672,841,173,0,Well6
40125,2,Far-red,498,672,841,173,0,Well6
40125,3,GFP,104,672,841,173,0,Well6
40125,3,Cy3,30,672,841,173,0,Well6
40125,3,Far-red,22,672,841,173,0,Well6
40125,4,GFP,54,672,841,173,0,Well6
40125,4,Cy3,23,672,841,173,0,Well6
40125,4,Far-red,47,672,841,173,0,Well6
39544,1,GFP,97,673,829,150,0,Well6
39544,1,Cy3,261,673,829,150,0,Well6
39544,1,Far-red,347,673,829,150,0,Well6
39544,2,GFP,5822,673,829,150,0,Well6
39544,2,Cy3,5521,673,829,150,0,Well6
39544,2,Far-red,412,673,829,150,0,Well6
39544,3,GFP,157,673,829,150,0,Well6
39544,3,Cy3,39,673,829,150,0,Well6
39544,3,Far-red,25,673,829,150,0,Well6
39544,4,GFP,56,673,829,150,0,Well6
39544,4,Cy3,22,673,829,150,0,Well6
39544,4,Far-red,28,673,829,150,0,Well6
39933,1,GFP,384,673,837,149,0,Well6
39933,1,Cy3,960,673,837,149,0,Well6
39933,1,Far-red,1297,673,837,149,0,Well6
39933,2,GFP,0,673,837,149,0,Well6
39933,2,Cy3,0,673,837,149,0,Well6
39933,2,Far-red,0,673,837,149,0,Well6
39933,3,GFP,47,673,837,149,0,Well6
39933,3,Cy3,42,673,837,149,0,Well6
39933,3,Far-red,6,673,837,149,0,Well6
39933,4,GFP,47,673,837,149,0,Well6
39933,4,Cy3,48,673,837,149,0,Well6
39933,4,Far-red,22,673,837,149,0,Well6
40124,1,GFP,36,673,841,150,0,Well6
40124,1,Cy3,128,673,841,150,0,Well6
40124,1,Far-red,51,673,841,150,0,Well6
40124,2,GFP,2181,673,841,150,0,Well6
40124,2,Cy3,1576,673,841,150,0,Well6
40124,2,Far-red,280,673,841,150,0,Well6
40124,3,GFP,57,673,841,150,0,Well6
40124,3,Cy3,65,673,841,150,0,Well6
40124,3,Far-red,15,673,841,150,0,Well6
40124,4,GFP,81,673,841,150,0,Well6
40124,4,Cy3,35,673,841,150,0,Well6
40124,4,Far-red,18,673,841,150,0,Well6
39685,1,GFP,70,674,832,126,0,Well6
39685,1,Cy3,32,674,832,126,0,Well6
39685,1,Far-red,190,674,832,126,0,Well6
39685,2,GFP,6531,674,832,126,0,Well6
39685,2,Cy3,7723,674,832,126,0,Well6
39685,2,Far-red,429,674,832,126,0,Well6
39685,3,GFP,14,674,832,126,0,Well6
39685,3,Cy3,19,674,832,126,0,Well6
39685,3,Far-red,32,674,832,126,0,Well6
39685,4,GFP,73,674,832,126,0,Well6
39685,4,Cy3,0,674,832,126,0,Well6
39685,4,Far-red,51,674,832,126,0,Well6
40122,1,GFP,12,674,841,125,0,Well6
40122,1,Cy3,14,674,841,125,0,Well6
40122,1,Far-red,6,674,841,125,0,Well6
40122,2,GFP,11400,674,841,125,0,Well6
40122,2,Cy3,12392,674,841,125,0,Well6
40122,2,Far-red,251,674,841,125,0,Well6
40122,3,GFP,80,674,841,125,0,Well6
40122,3,Cy3,66,674,841,125,0,Well6
40122,3,Far-red,5,674,841,125,0,Well6
40122,4,GFP,164,674,841,125,0,Well6
40122,4,Cy3,62,674,841,125,0,Well6
40122,4,Far-red,28,674,841,125,0,Well6
40123,1,GFP,17,674,841,131,0,Well6
40123,1,Cy3,0,674,841,131,0,Well6
40123,1,Far-red,0,674,841,131,0,Well6
40123,2,GFP,9923,674,841,131,0,Well6
40123,2,Cy3,11669,674,841,131,0,Well6
