read,cycle,cell,i,j,tile,well,channel,intensity
32597,3,582,685,1129,0,Well6,Far-red,0
32597,4,582,685,1129,0,Well6,Far-red,0
32651,1,582,686,1120,0,Well6,Far-red,2
32651,2,582,686,1120,0,Well6,Far-red,-277
32651,3,582,686,1120,0,Well6,Far-red,0
32651,4,582,686,1120,0,Well6,Far-red,2
32354,1,583,680,1154,0,Well6,Far-red,2
32354,2,583,680,1154,0,Well6,Far-red,-43
32354,3,583,680,1154,0,Well6,Far-red,0
32354,4,583,680,1154,0,Well6,Far-red,0
32542,1,583,684,1149,0,Well6,Far-red,0
32542,2,583,684,1149,0,Well6,Far-red,-27
32542,3,583,684,1149,0,Well6,Far-red,0
32542,4,583,684,1149,0,Well6,Far-red,6
32598,1,583,685,1154,0,Well6,Far-red,4
32598,2,583,685,1154,0,Well6,Far-red,32
32598,3,583,685,1154,0,Well6,Far-red,0
32598,4,583,685,1154,0,Well6,Far-red,0
32599,1,583,685,1158,0,Well6,Far-red,30
32599,2,583,685,1158,0,Well6,Far-red,-14
32599,3,583,685,1158,0,Well6,Far-red,0
32599,4,583,685,1158,0,Well6,Far-red,8
32696,1,583,687,1148,0,Well6,Far-red,0
32696,2,583,687,1148,0,Well6,Far-red,21
32696,3,583,687,1148,0,Well6,Far-red,0
32696,4,583,687,1148,0,Well6,Far-red,4
32308,1,584,679,1552,0,Well6,Far-red,0
32308,2,584,679,1552,0,Well6,Far-red,-255
32308,3,584,679,1552,0,Well6,Far-red,0
32308,4,584,679,1552,0,Well6,Far-red,2
32280,1,585,679,210,0,Well6,Far-red,0
32280,2,585,679,210,0,Well6,Far-red,20
32280,3,585,679,210,0,Well6,Far-red,-2
32280,4,585,679,210,0,Well6,Far-red,0
32329,1,585,680,214,0,Well6,Far-red,10
32329,2,585,680,214,0,Well6,Far-red,-10
32329,3,585,680,214,0,Well6,Far-red,0
32329,4,585,680,214,0,Well6,Far-red,1
32380,1,585,681,219,0,Well6,Far-red,0
32380,2,585,681,219,0,Well6,Far-red,-39
32380,3,585,681,219,0,Well6,Far-red,0
32380,4,585,681,219,0,Well6,Far-red,0
32484,1,585,683,222,0,Well6,Far-red,8
32484,2,585,683,222,0,Well6,Far-red,-16
32484,3,585,683,222,0,Well6,Far-red,0
32484,4,585,683,222,0,Well6,Far-red,1
32677,1,585,687,213,0,Well6,Far-red,6
32677,2,585,687,213,0,Well6,Far-red,-460
32677,3,585,687,213,0,Well6,Far-red,0
32677,4,585,687,213,0,Well6,Far-red,0
32771,1,585,689,219,0,Well6,Far-red,6
32771,2,585,689,219,0,Well6,Far-red,45
32771,3,585,689,219,0,Well6,Far-red,0
32771,4,585,689,219,0,Well6,Far-red,3
32189,1,586,677,813,0,Well6,Far-red,5
32189,2,586,677,813,0,Well6,Far-red,15
32189,3,586,677,813,0,Well6,Far-red,0
32189,4,586,677,813,0,Well6,Far-red,2
32246,1,586,678,808,0,Well6,Far-red,8
32246,2,586,678,808,0,Well6,Far-red,-192
32246,3,586,678,808,0,Well6,Far-red,0
32246,4,586,678,808,0,Well6,Far-red,0
32531,1,586,684,808,0,Well6,Far-red,0
32531,2,586,684,808,0,Well6,Far-red,-247
32531,3,586,684,808,0,Well6,Far-red,0
32531,4,586,684,808,0,Well6,Far-red,0
32532,1,586,684,817,0,Well6,Far-red,25
32532,2,586,684,817,0,Well6,Far-red,-266
32532,3,586,684,817,0,Well6,Far-red,1
32532,4,586,684,817,0,Well6,Far-red,1
32980,1,586,693,809,0,Well6,Far-red,20
32980,2,586,693,809,0,Well6,Far-red,-406
32980,3,586,693,809,0,Well6,Far-red,1
32980,4,586,693,809,0,Well6,Far-red,0
32552,1,587,684,1653,0,Well6,Far-red,5
32552,2,587,684,1653,0,Well6,Far-red,-229
32552,3,587,684,1653,0,Well6,Far-red,0
32552,4,587,684,1653,0,Well6,Far-red,0
32745,1,588,688,1162,0,Well6,Far-red,2
32745,2,588,688,1162,0,Well6,Far-red,-82
32745,3,588,688,1162,0,Well6,Far-red,1
32745,4,588,688,1162,0,Well6,Far-red,3
32746,1,588,688,1166,0,Well6,Far-red,7
32746,2,588,688,1166,0,Well6,Far-red,-51
32746,3,588,688,1166,0,Well6,Far-red,-3
32746,4,588,688,1166,0,Well6,Far-red,6
32880,1,588,691,1173,0,Well6,Far-red,0
32880,2,588,691,1173,0,Well6,Far-red,41
32880,3,588,691,1173,0,Well6,Far-red,-1
32880,4,588,691,1173,0,Well6,Far-red,0
33134,1,588,696,1166,0,Well6,Far-red,21
33134,2,588,696,1166,0,Well6,Far-red,-1
33134,3,588,696,1166,0,Well6,Far-red,-3
33134,4,588,696,1166,0,Well6,Far-red,6
32827,1,589,690,640,0,Well6,Far-red,14
32827,2,589,690,640,0,Well6,Far-red,-283
32827,3,589,690,640,0,Well6,Far-red,1
32827,4,589,690,640,0,Well6,Far-red,2
32869,1,589,691,647,0,Well6,Far-red,47
32869,2,589,691,647,0,Well6,Far-red,36
32869,3,589,691,647,0,Well6,Far-red,-1
32869,4,589,691,647,0,Well6,Far-red,1
33117,1,589,696,635,0,Well6,Far-red,0
33117,2,589,696,635,0,Well6,Far-red,-192
33117,3,589,696,635,0,Well6,Far-red,-1
33117,4,589,696,635,0,Well6,Far-red,0
33171,1,589,697,643,0,Well6,Far-red,-1
33171,2,589,697,643,0,Well6,Far-red,-270
33171,3,589,697,643,0,Well6,Far-red,1
33171,4,589,697,643,0,Well6,Far-red,0
33421,1,589,702,645,0,Well6,Far-red,27
33421,2,589,702,645,0,Well6,Far-red,-37
33421,3,589,702,645,0,Well6,Far-red,0
33421,4,589,702,645,0,Well6,Far-red,2
32792,1,590,689,1137,0,Well6,Far-red,9
32792,2,590,689,1137,0,Well6,Far-red,58
32792,3,590,689,1137,0,Well6,Far-red,-1
32792,4,590,689,1137,0,Well6,Far-red,0
33160,1,591,697,200,0,Well6,Far-red,28
33160,2,591,697,200,0,Well6,Far-red,71
33160,3,591,697,200,0,Well6,Far-red,0
33160,4,591,697,200,0,Well6,Far-red,2
33213,1,591,698,196,0,Well6,Far-red,5
33213,2,591,698,196,0,Well6,Far-red,19
33213,3,591,698,196,0,Well6,Far-red,0
33213,4,591,698,196,0,Well6,Far-red,3
33214,1,591,698,206,0,Well6,Far-red,6
33214,2,591,698,206,0,Well6,Far-red,-186
33214,3,591,698,206,0,Well6,Far-red,0
33214,4,591,698,206,0,Well6,Far-red,1
33352,1,591,701,202,0,Well6,Far-red,7
33352,2,591,701,202,0,Well6,Far-red,-46
33352,3,591,701,202,0,Well6,Far-red,0
33352,4,591,701,202,0,Well6,Far-red,0
33508,1,591,704,206,0,Well6,Far-red,15
33508,2,591,704,206,0,Well6,Far-red,58
33508,3,591,704,206,0,Well6,Far-red,0
33508,4,591,704,206,0,Well6,Far-red,0
32923,1,592,692,788,0,Well6,Far-red,4
32923,2,592,692,788,0,Well6,Far-red,-42
32923,3,592,692,788,0,Well6,Far-red,0
32923,4,592,692,788,0,Well6,Far-red,0
33178,1,592,697,800,0,Well6,Far-red,13
33178,2,592,697,800,0,Well6,Far-red,8
33178,3,592,697,800,0,Well6,Far-red,0
33178,4,592,697,800,0,Well6,Far-red,4
33224,1,592,698,793,0,Well6,Far-red,0
33224,2,592,698,793,0,Well6,Far-red,-262
33224,3,592,698,793,0,Well6,Far-red,0
33224,4,592,698,793,0,Well6,Far-red,0
33271,1,592,699,787,0,Well6,Far-red,4
33271,2,592,699,787,0,Well6,Far-red,-277
33271,3,592,699,787,0,Well6,Far-red,-1
33271,4,592,699,787,0,Well6,Far-red,0
33370,1,592,701,797,0,Well6,Far-red,2
33370,2,592,701,797,0,Well6,Far-red,33
33370,3,592,701,797,0,Well6,Far-red,0
33370,4,592,701,797,0,Well6,Far-red,1
33085,1,593,695,1176,0,Well6,Far-red,28
33085,2,593,695,1176,0,Well6,Far-red,-246
33085,3,593,695,1176,0,Well6,Far-red,0
33085,4,593,695,1176,0,Well6,Far-red,6
33192,1,593,697,1186,0,Well6,Far-red,8
33192,2,593,697,1186,0,Well6,Far-red,-224
33192,3,593,697,1186,0,Well6,Far-red,0
33192,4,593,697,1186,0,Well6,Far-red,0
33328,1,593,700,1177,0,Well6,Far-red,1
33328,2,593,700,1177,0,Well6,Far-red,-175
33328,3,593,700,1177,0,Well6,Far-red,0
33328,4,593,700,1177,0,Well6,Far-red,0
33530,1,593,704,1179,0,Well6,Far-red,15
33530,2,593,704,1179,0,Well6,Far-red,-231
33530,3,593,704,1179,0,Well6,Far-red,-1
33530,4,593,704,1179,0,Well6,Far-red,0
33531,1,593,704,1182,0,Well6,Far-red,4
33531,2,593,704,1182,0,Well6,Far-red,-242
33531,3,593,704,1182,0,Well6,Far-red,-2
33531,4,593,704,1182,0,Well6,Far-red,0
33322,1,594,700,1021,0,Well6,Far-red,8
33322,2,594,700,1021,0,Well6,Far-red,-171
33322,3,594,700,1021,0,Well6,Far-red,-1
33322,4,594,700,1021,0,Well6,Far-red,0
33157,1,595,697,144,0,Well6,Far-red,2
33157,2,595,697,144,0,Well6,Far-red,-111
33157,3,595,697,144,0,Well6,Far-red,0
33157,4,595,697,144,0,Well6,Far-red,2
33458,1,595,703,145,0,Well6,Far-red,2
33458,2,595,703,145,0,Well6,Far-red,-232
33458,3,595,703,145,0,Well6,Far-red,0
33458,4,595,703,145,0,Well6,Far-red,-1
33561,1,595,705,151,0,Well6,Far-red,4
33561,2,595,705,151,0,Well6,Far-red,-181
33561,3,595,705,151,0,Well6,Far-red,0
33561,4,595,705,151,0,Well6,Far-red,0
33749,1,595,709,153,0,Well6,Far-red,5
33749,2,595,709,153,0,Well6,Far-red,20
33749,3,595,709,153,0,Well6,Far-red,1
33749,4,595,709,153,0,Well6,Far-red,0
33276,1,596,699,1112,0,Well6,Far-red,0
33276,2,596,699,1112,0,Well6,Far-red,2
33276,3,596,699,1112,0,Well6,Far-red,0
33276,4,596,699,1112,0,Well6,Far-red,9
33324,1,596,700,1108,0,Well6,Far-red,2
33324,2,596,700,1108,0,Well6,Far-red,62
33324,3,596,700,1108,0,Well6,Far-red,0
33324,4,596,700,1108,0,Well6,Far-red,0
33527,1,596,704,1107,0,Well6,Far-red,5
33527,2,596,704,1107,0,Well6,Far-red,17
33527,3,596,704,1107,0,Well6,Far-red,-7
33527,4,596,704,1107,0,Well6,Far-red,0
33528,1,596,704,1116,0,Well6,Far-red,1
33528,2,596,704,1116,0,Well6,Far-red,-335
33528,3,596,704,1116,0,Well6,Far-red,0
33528,4,596,704,1116,0,Well6,Far-red,-1
33723,1,596,708,1109,0,Well6,Far-red,-2
33723,2,596,708,1109,0,Well6,Far-red,4
33723,3,596,708,1109,0,Well6,Far-red,0
33723,4,596,708,1109,0,Well6,Far-red,-14
33869,1,596,711,1114,0,Well6,Far-red,12
33869,2,596,711,1114,0,Well6,Far-red,3
33869,3,596,711,1114,0,Well6,Far-red,0
33869,4,596,711,1114,0,Well6,Far-red,-13
33383,1,597,701,1138,0,Well6,Far-red,12
33383,2,597,701,1138,0,Well6,Far-red,-161
33383,3,597,701,1138,0,Well6,Far-red,0
33383,4,597,701,1138,0,Well6,Far-red,0
33529,1,597,704,1133,0,Well6,Far-red,0
33529,2,597,704,1133,0,Well6,Far-red,-8
33529,3,597,704,1133,0,Well6,Far-red,0
33529,4,597,704,1133,0,Well6,Far-red,0
33636,1,597,706,1145,0,Well6,Far-red,2
33636,2,597,706,1145,0,Well6,Far-red,-208
33636,3,597,706,1145,0,Well6,Far-red,0
33636,4,597,706,1145,0,Well6,Far-red,3
33770,1,597,709,1143,0,Well6,Far-red,5
33770,2,597,709,1143,0,Well6,Far-red,26
33770,3,597,709,1143,0,Well6,Far-red,0
33770,4,597,709,1143,0,Well6,Far-red,1
33431,1,598,702,1029,0,Well6,Far-red,7
33431,2,598,702,1029,0,Well6,Far-red,-150
33431,3,598,702,1029,0,Well6,Far-red,0
33431,4,598,702,1029,0,Well6,Far-red,0
33637,1,599,706,1161,0,Well6,Far-red,15
33637,2,599,706,1161,0,Well6,Far-red,-410
33637,3,599,706,1161,0,Well6,Far-red,0
33637,4,599,706,1161,0,Well6,Far-red,6
33872,1,599,711,1166,0,Well6,Far-red,1
33872,2,599,711,1166,0,Well6,Far-red,19
33872,3,599,711,1166,0,Well6,Far-red,0
33872,4,599,711,1166,0,Well6,Far-red,3
33914,1,599,712,1156,0,Well6,Far-red,-1
33914,2,599,712,1156,0,Well6,Far-red,-45
33914,3,599,712,1156,0,Well6,Far-red,0
33914,4,599,712,1156,0,Well6,Far-red,0
34061,1,599,715,1165,0,Well6,Far-red,23
34061,2,599,715,1165,0,Well6,Far-red,39
34061,3,599,715,1165,0,Well6,Far-red,0
34061,4,599,715,1165,0,Well6,Far-red,-1
34156,1,599,717,1158,0,Well6,Far-red,7
34156,2,599,717,1158,0,Well6,Far-red,19
34156,3,599,717,1158,0,Well6,Far-red,1
34156,4,599,717,1158,0,Well6,Far-red,2
33960,1,600,713,1185,0,Well6,Far-red,6
33960,2,600,713,1185,0,Well6,Far-red,-405
33960,3,600,713,1185,0,Well6,Far-red,-1
33960,4,600,713,1185,0,Well6,Far-red,1
34011,1,600,714,1173,0,Well6,Far-red,12
34011,2,600,714,1173,0,Well6,Far-red,-358
34011,3,600,714,1173,0,Well6,Far-red,0
34011,4,600,714,1173,0,Well6,Far-red,0
34010,1,601,714,1127,0,Well6,Far-red,46
34010,2,601,714,1127,0,Well6,Far-red,-257
34010,3,601,714,1127,0,Well6,Far-red,0
34010,4,601,714,1127,0,Well6,Far-red,2
34112,1,601,716,1137,0,Well6,Far-red,39
34112,2,601,716,1137,0,Well6,Far-red,14
34112,3,601,716,1137,0,Well6,Far-red,0
34112,4,601,716,1137,0,Well6,Far-red,2
34253,1,601,719,1129,0,Well6,Far-red,0
34253,2,601,719,1129,0,Well6,Far-red,-78
34253,3,601,719,1129,0,Well6,Far-red,0
34253,4,601,719,1129,0,Well6,Far-red,1
34547,1,601,725,1129,0,Well6,Far-red,18
34547,2,601,725,1129,0,Well6,Far-red,-23
34547,3,601,725,1129,0,Well6,Far-red,0
34547,4,601,725,1129,0,Well6,Far-red,1
34080,1,602,715,1850,0,Well6,Far-red,30
34080,2,602,715,1850,0,Well6,Far-red,13
34080,3,602,715,1850,0,Well6,Far-red,0
34080,4,602,715,1850,0,Well6,Far-red,0
34400,1,602,722,1843,0,Well6,Far-red,10
34400,2,602,722,1843,0,Well6,Far-red,-147
34400,3,602,722,1843,0,Well6,Far-red,0
34400,4,602,722,1843,0,Well6,Far-red,1
34401,1,602,722,1850,0,Well6,Far-red,58
34401,2,602,722,1850,0,Well6,Far-red,5
34401,3,602,722,1850,0,Well6,Far-red,-3
34401,4,602,722,1850,0,Well6,Far-red,0
34104,1,603,716,789,0,Well6,Far-red,8
34104,2,603,716,789,0,Well6,Far-red,45
34104,3,603,716,789,0,Well6,Far-red,-1
34104,4,603,716,789,0,Well6,Far-red,0
34241,1,603,719,781,0,Well6,Far-red,20
34241,2,603,719,781,0,Well6,Far-red,-281
34241,3,603,719,781,0,Well6,Far-red,-1
34241,4,603,719,781,0,Well6,Far-red,0
34242,1,603,719,785,0,Well6,Far-red,17
34242,2,603,719,785,0,Well6,Far-red,-276
34242,3,603,719,785,0,Well6,Far-red,0
34242,4,603,719,785,0,Well6,Far-red,1
34341,1,603,721,791,0,Well6,Far-red,9
34341,2,603,721,791,0,Well6,Far-red,0
34341,3,603,721,791,0,Well6,Far-red,-7
34341,4,603,721,791,0,Well6,Far-red,1
34043,1,604,715,271,0,Well6,Far-red,25
34043,2,604,715,271,0,Well6,Far-red,-170
34043,3,604,715,271,0,Well6,Far-red,0
34043,4,604,715,271,0,Well6,Far-red,0
34225,1,604,719,279,0,Well6,Far-red,11
34225,2,604,719,279,0,Well6,Far-red,-187
34225,3,604,719,279,0,Well6,Far-red,0
34225,4,604,719,279,0,Well6,Far-red,0
34362,1,604,722,268,0,Well6,Far-red,12
34362,2,604,722,268,0,Well6,Far-red,-210
34362,3,604,722,268,0,Well6,Far-red,0
34362,4,604,722,268,0,Well6,Far-red,1
34473,1,604,724,271,0,Well6,Far-red,1
34473,2,604,724,271,0,Well6,Far-red,-205
34473,3,604,724,271,0,Well6,Far-red,1
34473,4,604,724,271,0,Well6,Far-red,0
33959,1,605,713,1110,0,Well6,Far-red,37
33959,2,605,713,1110,0,Well6,Far-red,11
33959,3,605,713,1110,0,Well6,Far-red,0
33959,4,605,713,1110,0,Well6,Far-red,-35
34201,1,605,718,1110,0,Well6,Far-red,0
34201,2,605,718,1110,0,Well6,Far-red,-112
34201,3,605,718,1110,0,Well6,Far-red,1
34201,4,605,718,1110,0,Well6,Far-red,8
34252,1,605,719,1096,0,Well6,Far-red,0
34252,2,605,719,1096,0,Well6,Far-red,4
34252,3,605,719,1096,0,Well6,Far-red,-1
34252,4,605,719,1096,0,Well6,Far-red,3
34545,1,605,725,1092,0,Well6,Far-red,0
34545,2,605,725,1092,0,Well6,Far-red,-10
34545,3,605,725,1092,0,Well6,Far-red,0
34545,4,605,725,1092,0,Well6,Far-red,0
34546,1,605,725,1101,0,Well6,Far-red,169
34546,2,605,725,1101,0,Well6,Far-red,6
34546,3,605,725,1101,0,Well6,Far-red,0
34546,4,605,725,1101,0,Well6,Far-red,0
34678,1,605,728,1096,0,Well6,Far-red,0
34678,2,605,728,1096,0,Well6,Far-red,12
34678,3,605,728,1096,0,Well6,Far-red,-5
34678,4,605,728,1096,0,Well6,Far-red,0
34033,1,606,714,1866,0,Well6,Far-red,4
34033,2,606,714,1866,0,Well6,Far-red,46
34033,3,606,714,1866,0,Well6,Far-red,0
34033,4,606,714,1866,0,Well6,Far-red,1
34081,1,606,715,1861,0,Well6,Far-red,0
34081,2,606,715,1861,0,Well6,Far-red,44
34081,3,606,715,1861,0,Well6,Far-red,0
34081,4,606,715,1861,0,Well6,Far-red,3
34335,1,607,721,634,0,Well6,Far-red,4
34335,2,607,721,634,0,Well6,Far-red,31
34335,3,607,721,634,0,Well6,Far-red,-1
34335,4,607,721,634,0,Well6,Far-red,0
34722,1,608,729,790,0,Well6,Far-red,12
34722,2,608,729,790,0,Well6,Far-red,1
34722,3,608,729,790,0,Well6,Far-red,0
34722,4,608,729,790,0,Well6,Far-red,2
34973,1,608,734,779,0,Well6,Far-red,5
34973,2,608,734,779,0,Well6,Far-red,-292
34973,3,608,734,779,0,Well6,Far-red,0
34973,4,608,734,779,0,Well6,Far-red,2
34974,1,608,734,795,0,Well6,Far-red,31
34974,2,608,734,795,0,Well6,Far-red,-282
34974,3,608,734,795,0,Well6,Far-red,-2
34974,4,608,734,795,0,Well6,Far-red,0
35025,1,608,735,785,0,Well6,Far-red,17
35025,2,608,735,785,0,Well6,Far-red,-207
35025,3,608,735,785,0,Well6,Far-red,0
35025,4,608,735,785,0,Well6,Far-red,1
35245,1,608,740,789,0,Well6,Far-red,0
35245,2,608,740,789,0,Well6,Far-red,-373
35245,3,608,740,789,0,Well6,Far-red,0
35245,4,608,740,789,0,Well6,Far-red,1
35348,1,608,742,783,0,Well6,Far-red,37
35348,2,608,742,783,0,Well6,Far-red,4
35348,3,608,742,783,0,Well6,Far-red,0
35348,4,608,742,783,0,Well6,Far-red,2
35064,1,609,736,765,0,Well6,Far-red,11
35064,2,609,736,765,0,Well6,Far-red,-47
35064,3,609,736,765,0,Well6,Far-red,0
35064,4,609,736,765,0,Well6,Far-red,2
35154,1,609,738,755,0,Well6,Far-red,11
35154,2,609,738,755,0,Well6,Far-red,-429
35154,3,609,738,755,0,Well6,Far-red,0
35154,4,609,738,755,0,Well6,Far-red,0
35440,1,609,744,759,0,Well6,Far-red,3
35440,2,609,744,759,0,Well6,Far-red,-20
35440,3,609,744,759,0,Well6,Far-red,-1
35440,4,609,744,759,0,Well6,Far-red,0
35110,1,610,737,806,0,Well6,Far-red,4
35110,2,610,737,806,0,Well6,Far-red,-250
35110,3,610,737,806,0,Well6,Far-red,0
35110,4,610,737,806,0,Well6,Far-red,1
35246,1,610,740,804,0,Well6,Far-red,4
35246,2,610,740,804,0,Well6,Far-red,-255
35246,3,610,740,804,0,Well6,Far-red,0
35246,4,610,740,804,0,Well6,Far-red,1
35116,1,611,737,988,0,Well6,Far-red,0
35116,2,611,737,988,0,Well6,Far-red,35
35116,3,611,737,988,0,Well6,Far-red,-1
35116,4,611,737,988,0,Well6,Far-red,1
35253,1,611,740,983,0,Well6,Far-red,11
35253,2,611,740,983,0,Well6,Far-red,25
35253,3,611,740,983,0,Well6,Far-red,0
35253,4,611,740,983,0,Well6,Far-red,2
35448,1,611,744,984,0,Well6,Far-red,-1
35448,2,611,744,984,0,Well6,Far-red,22
35448,3,611,744,984,0,Well6,Far-red,0
35448,4,611,744,984,0,Well6,Far-red,0
35302,1,612,741,778,0,Well6,Far-red,20
35302,2,612,741,778,0,Well6,Far-red,-84
35302,3,612,741,778,0,Well6,Far-red,1
35302,4,612,741,778,0,Well6,Far-red,4
35347,1,612,742,773,0,Well6,Far-red,1
35347,2,612,742,773,0,Well6,Far-red,-74
35347,3,612,742,773,0,Well6,Far-red,0
35347,4,612,742,773,0,Well6,Far-red,1
35692,1,612,749,777,0,Well6,Far-red,19
35692,2,612,749,777,0,Well6,Far-red,38
35692,3,612,749,777,0,Well6,Far-red,1
35692,4,612,749,777,0,Well6,Far-red,1
35495,1,613,745,793,0,Well6,Far-red,6
35495,2,613,745,793,0,Well6,Far-red,-158
35495,3,613,745,793,0,Well6,Far-red,0
35495,4,613,745,793,0,Well6,Far-red,0
35593,1,613,747,790,0,Well6,Far-red,10
35593,2,613,747,790,0,Well6,Far-red,-131
35593,3,613,747,790,0,Well6,Far-red,0
35593,4,613,747,790,0,Well6,Far-red,5
35839,1,613,752,793,0,Well6,Far-red,17
35839,2,613,752,793,0,Well6,Far-red,-234
35839,3,613,752,793,0,Well6,Far-red,0
35839,4,613,752,793,0,Well6,Far-red,1
35363,1,614,742,1589,0,Well6,Far-red,0
35363,2,614,742,1589,0,Well6,Far-red,-181
35363,3,614,742,1589,0,Well6,Far-red,0
35363,4,614,742,1589,0,Well6,Far-red,6
35463,1,614,744,1594,0,Well6,Far-red,49
35463,2,614,744,1594,0,Well6,Far-red,-281
35463,3,614,744,1594,0,Well6,Far-red,0
35463,4,614,744,1594,0,Well6,Far-red,0
35661,1,614,748,1588,0,Well6,Far-red,97
35661,2,614,748,1588,0,Well6,Far-red,-248
35661,3,614,748,1588,0,Well6,Far-red,1
35661,4,614,748,1588,0,Well6,Far-red,2
35511,1,615,745,1454,0,Well6,Far-red,2
35511,2,615,745,1454,0,Well6,Far-red,-324
35511,3,615,745,1454,0,Well6,Far-red,1
35511,4,615,745,1454,0,Well6,Far-red,0
35767,1,615,750,1451,0,Well6,Far-red,1
35767,2,615,750,1451,0,Well6,Far-red,-323
35767,3,615,750,1451,0,Well6,Far-red,-6
35767,4,615,750,1451,0,Well6,Far-red,0
35851,1,615,752,1459,0,Well6,Far-red,1
35851,2,615,752,1459,0,Well6,Far-red,-389
35851,3,615,752,1459,0,Well6,Far-red,0
35851,4,615,752,1459,0,Well6,Far-red,1
35998,1,615,755,1447,0,Well6,Far-red,0
35998,2,615,755,1447,0,Well6,Far-red,34
35998,3,615,755,1447,0,Well6,Far-red,-2
35998,4,615,755,1447,0,Well6,Far-red,0
36051,1,615,756,1454,0,Well6,Far-red,0
36051,2,615,756,1454,0,Well6,Far-red,-332
36051,3,615,756,1454,0,Well6,Far-red,-5
36051,4,615,756,1454,0,Well6,Far-red,6
36195,1,615,759,1447,0,Well6,Far-red,0
36195,2,615,759,1447,0,Well6,Far-red,-34
36195,3,615,759,1447,0,Well6,Far-red,-2
36195,4,615,759,1447,0,Well6,Far-red,1
35714,1,616,749,1617,0,Well6,Far-red,0
35714,2,616,749,1617,0,Well6,Far-red,-162
35714,3,616,749,1617,0,Well6,Far-red,0
35714,4,616,749,1617,0,Well6,Far-red,10
35674,1,617,749,177,0,Well6,Far-red,16
35674,2,617,749,177,0,Well6,Far-red,38
35674,3,617,749,177,0,Well6,Far-red,0
35674,4,617,749,177,0,Well6,Far-red,0
35727,1,617,750,172,0,Well6,Far-red,8
35727,2,617,750,172,0,Well6,Far-red,-414
35727,3,617,750,172,0,Well6,Far-red,0
35727,4,617,750,172,0,Well6,Far-red,0
36110,1,617,758,174,0,Well6,Far-red,4
36110,2,617,758,174,0,Well6,Far-red,50
36110,3,617,758,174,0,Well6,Far-red,-3
36110,4,617,758,174,0,Well6,Far-red,0
36217,1,617,760,167,0,Well6,Far-red,14
36217,2,617,760,167,0,Well6,Far-red,-392
36217,3,617,760,167,0,Well6,Far-red,-1
36217,4,617,760,167,0,Well6,Far-red,0
36267,1,617,761,175,0,Well6,Far-red,7
36267,2,617,761,175,0,Well6,Far-red,7
36267,3,617,761,175,0,Well6,Far-red,0
36267,4,617,761,175,0,Well6,Far-red,1
35637,1,618,748,457,0,Well6,Far-red,0
35637,2,618,748,457,0,Well6,Far-red,-314
35637,3,618,748,457,0,Well6,Far-red,-1
35637,4,618,748,457,0,Well6,Far-red,2
35736,1,618,750,451,0,Well6,Far-red,1
35736,2,618,750,451,0,Well6,Far-red,-480
35736,3,618,750,451,0,Well6,Far-red,0
35736,4,618,750,451,0,Well6,Far-red,1
35886,1,618,753,461,0,Well6,Far-red,0
35886,2,618,753,461,0,Well6,Far-red,-23
35886,3,618,753,461,0,Well6,Far-red,-1
35886,4,618,753,461,0,Well6,Far-red,1
35548,1,619,746,822,0,Well6,Far-red,16
35548,2,619,746,822,0,Well6,Far-red,-277
35548,3,619,746,822,0,Well6,Far-red,0
35548,4,619,746,822,0,Well6,Far-red,2
35749,1,619,750,816,0,Well6,Far-red,15
35749,2,619,750,816,0,Well6,Far-red,-200
35749,3,619,750,816,0,Well6,Far-red,-1
35749,4,619,750,816,0,Well6,Far-red,3
35790,1,619,751,824,0,Well6,Far-red,20
35790,2,619,751,824,0,Well6,Far-red,-196
35790,3,619,751,824,0,Well6,Far-red,0
35790,4,619,751,824,0,Well6,Far-red,0
35940,1,619,754,811,0,Well6,Far-red,6
35940,2,619,754,811,0,Well6,Far-red,-239
35940,3,619,754,811,0,Well6,Far-red,0
35940,4,619,754,811,0,Well6,Far-red,3
35941,1,619,754,822,0,Well6,Far-red,17
35941,2,619,754,822,0,Well6,Far-red,-255
35941,3,619,754,822,0,Well6,Far-red,0
35941,4,619,754,822,0,Well6,Far-red,1
36124,1,619,758,814,0,Well6,Far-red,21
36124,2,619,758,814,0,Well6,Far-red,-306
36124,3,619,758,814,0,Well6,Far-red,0
36124,4,619,758,814,0,Well6,Far-red,1
35887,1,620,753,466,0,Well6,Far-red,0
35887,2,620,753,466,0,Well6,Far-red,-284
35887,3,620,753,466,0,Well6,Far-red,0
35887,4,620,753,466,0,Well6,Far-red,2
36118,1,620,758,466,0,Well6,Far-red,0
36118,2,620,758,466,0,Well6,Far-red,-278
36118,3,620,758,466,0,Well6,Far-red,0
36118,4,620,758,466,0,Well6,Far-red,2
36166,1,620,759,472,0,Well6,Far-red,1
36166,2,620,759,472,0,Well6,Far-red,25
36166,3,620,759,472,0,Well6,Far-red,-1
36166,4,620,759,472,0,Well6,Far-red,0
36394,1,620,764,466,0,Well6,Far-red,95
36394,2,620,764,466,0,Well6,Far-red,16
36394,3,620,764,466,0,Well6,Far-red,0
36394,4,620,764,466,0,Well6,Far-red,2
36430,1,620,765,470,0,Well6,Far-red,0
36430,2,620,765,470,0,Well6,Far-red,9
36430,3,620,765,470,0,Well6,Far-red,-9
36430,4,620,765,470,0,Well6,Far-red,1
35931,1,621,754,485,0,Well6,Far-red,0
35931,2,621,754,485,0,Well6,Far-red,-5
35931,3,621,754,485,0,Well6,Far-red,0
35931,4,621,754,485,0,Well6,Far-red,0
